No,Nama tempat,kabupaten kota,kategori,latitude,longitude,Fasilitas,rating,Foto
55,Pantai WWG Sikop,Lampung Selatan,wisata alam,-5.835354,105.6462306,"Parkir, Mushola, Restoran",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2Acn-dFeBYypVwb984D2y0oFY5oBqn1lqmA&s
56,PEMANDIAN AIR PANAS WAY BELARANG,Lampung Selatan,wisata alam,-5.750540,105.60399100,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV_Qa8eX-OL3tcI7EJN3X7SdC0rmqr-jYnEg&s
57,Pemandian Wai Panas,Lampung Selatan,wisata alam,-5.744174,105.58790507,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzPVnxROTP4OspLToc3bAB8SpoOsPKq_Zo6Q&s
58,SANGGAR BEACH,Lampung Selatan,wisata alam,-5.726781271,105.584398,"Parkir, Toilet, Mushola",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT35GKEwU_AH9d7sCyK6u4EvgGvy1EtUOmHLA&s
59,SENJA,Lampung Selatan,wisata alam,-5.667313197,105.5457632,"Parkir, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSET9kvGMUG1y3KPk-KpQGDnRiuUsrACfu1GQ&s
60,SIGER PARK BAKAUHENI HARBOUR CITY,Lampung Selatan,wisata buatan,-5.863372969,105.7498607,"Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRejvEhiRlMhraazCDYc_J1lx6heqCtuONWXQ&s
61,Slanik Waterpark,Lampung Selatan,wisata buatan,-5.304727485,105.2890187,"Parkir, Toilet, Mushola",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBIu-AWhv3C4rabku3iTZhTUxx0WKcGRNe8A&s
62,Taman Saquila,Lampung Selatan,wisata buatan,-5.234071584,105.1728543,"Parkir, Toilet, Mushola",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZgUhnDkmii0mYr5JVOOePx7GZaZUUl5hqYg&s
63,Pantai Wartawan,Lampung Selatan,wisata alam,-5.836135839,105.6287364,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGnnBmMlM0LTDvw0YF4iIel8jPuSjNgj5aPw&s
64,Way Tebing Ceppa,Lampung Selatan,wisata buatan,-5.745117426,105.6565186,"Toilet, Mushola, Restoran",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNvEeRwickt1_Ihylk5215E6YjPPXrhYT-KA&s
65,Wisata Bahari Citra Usaha Laut II,Lampung Selatan,wisata lainnya,-5.490000, 105.400000,"Toilet, Mushola, Restoran",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZZf3A9dMevqy4JzxTX-YcPR_1emyJWLHgiA&s
66,Wisata Religi (Makam Ratu Darah Putih Kalianda),Lampung Selatan,wisata religi,-5.715795988,5.685158085,"Parkir, Toilet, Mushola",4.4,https://demokrasinews.co.id/wp-content/uploads/2021/07/IMG_20210703_140503.jpg
67,Agro Forestry,Lampung Tengah,wisata alam,-4.762922433,105.2064414,"Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRohQXwdnJg924JzP36Tfv289HARlkl44pQQ&s
68,BATU TUMPANG,Lampung Tengah,wisata alam,-5.11075269,104.881919,Parkir,4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4dgQgWtddto8Rmv93LfNapiKqJuUZ1nfXIg&s
69,BETAN SUBING,Lampung Tengah,wisata budaya,-4.878105979,105.2230399,"Parkir, Toilet, Mushola",3.9,https://asset.tribunnews.com/vzDT7qWHTvGjn11dcIHBCTaRbCw=/1200x675/filters:upscale():quality(30):format(webp):focal(0.5x0.5:0.5x0.5)/lampung/foto/bank/originals/Terminal-Betan-Subing-Lampung-Tengah-1.jpg
70,CURUG LESTARI,Lampung Tengah,wisata alam,-5.127451281,104.8015113,Parkir,4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4GI3N1Hue7sy9EB2RLjWTOX3f3rHwYtMAIQ&s
71,CURUG TUJUH,Lampung Tengah,wisata alam,-5.091991151,104.7248768,Toilet,4.3,https://disparekraf.lampungprov.go.id/berkas/uploads/oxLhGuqkuzCrbh42pZZ8Sey4WS0RYuAvIsaTGEt5.jpg
72,DANAU BEKRI,Lampung Tengah,wisata alam,-5.084574694,105.1209111,"Parkir, Restoran",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLfAYk2qeG1Ts8Dx1t7DHCvUMWqtY_v-6a3g&s
73,Dwi Karya Water Park,Lampung Tengah,wisata buatan,-4.800088376,105.2275223,"Parkir, Toilet, Mushola, Restoran",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVsb8hlvUSmu0onmwRWhN5ddnz4Q-W6klzuw&s
74,EMBUNG TANJUNG ANOM,Lampung Tengah,wisata alam,-4.784809797,105.261135,"Parkir, Toilet, Mushola, Restoran",4,https://jadesta.kemenparekraf.go.id/imgpost/50757.jpg
75,KARYA TAMA,Lampung Tengah,wisata lainnya,-4.877309942,105.2301473,"Parkir, Toilet",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKHdZjFLy1I_06ltelFLm8VPH0AWfn_foflA&s
76,KEBUN GAHARU,Lampung Tengah,wisata lainnya,-4.417697298,105.7593409,"Parkir, Toilet, Restoran",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSytnAzRQAN5r98kL2CmP2yZantqfNQ6Po43g&s
77,Kolam Renang Gunung Merah,Lampung Tengah,wisata buatan,-4.930901839,105.2085016,"Parkir, Toilet, Mushola, Restoran",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUzUQsRa9wGPzTyyLcq00_PL2Sy3_lyfnIqA&s
78,Kolam Renang Tirta Bening,Lampung Tengah,wisata buatan,-5.105362433,104.8899568,"Parkir, Toilet, Mushola, Restoran",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIdAtxAdPwt2pdKaN3ixOKhmsI9rY3SAnK9w&s
79,Kolam Renang Lamondo Water Park,Lampung Tengah,wisata buatan,-4.952091375,105.2074758,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSScOSx7eiK7oZmhbyEuF2ujzWC-hg04qAg2Q&s
80,Lembah Milenium,Lampung Tengah,wisata alam,-4.909763476,105.1850605,"Parkir, Toilet, Mushola, Restoran",4.2,https://sisparnas.kemenparekraf.go.id/imgdata/1153090.jpg
81,Pak Minak,Lampung Tengah,wisata budaya,-4.880128041,105.2209149,"Parkir, Toilet, Mushola, Restoran",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAsA_xYa60bfxGwVuw7lTPvQVFiWKOxfoDZw&s
82,PAKMONTI,Lampung Tengah,wisata lainnya,-4.897959755,105.1936085,"Parkir, Toilet, Restoran",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVZTZ-d-hgxbIkbKVLRc2CCEc-kHoNeSo9bQ&s
83,Jati Agro,Lampung Tengah,wisata buatan,-5.338707242,105.2889384,"Parkir, Toilet, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMpgTm6-sa06pzkkuAuCTVGruIMgGbeyT1rQ&s
84,Puncak BB (Bukit Batubara),Lampung Tengah,wisata alam,-5.049066043,104.7783323,Parkir,4.5,https://kelilinglampung.net/wp-content/uploads/2020/11/Bukit-Batubara-Linggapura-Lampung-Tengah-mayaindpus-1606184528175.jpg
85,Rumah Adat Betan Subing,Lampung Tengah,wisata budaya,-4.881701,105.222390,"Parkir, Toilet, Mushola",,https://cdngnfi2.sgp1.cdn.digitaloceanspaces.com/gnfi/uploads/images/2023/01/1610472023-sesat-agung.png
86,SEMENANJUNG BADRAN,Lampung Tengah,wisata lainnya,-5.05581747,105.3102636,"Parkir, Toilet",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhhXFPcKKqm0ax9pC4ZY3WjmOxROhpzDVH6A&s
87,Taman Cerry Glompong,Lampung Tengah,wisata buatan,-4.94098041,105.2106685,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVMnIgbESmuUNkXf7gd8wOCHmE80DVbgbGig&s
88,TAMAN TUGU Sembilan Gajah Putih,Lampung Tengah,wisata buatan,-4.998434775,105.2071133,Parkir,4.5,https://image.idntimes.com/post/20220513/52c1f0f1-5b5b-41f3-834d-861f623880e3-d1dfd9a9c1504f4c38e3485ec546e1b2.jpeg
89,Taman Umbul Jati,Lampung Tengah,wisata buatan,-4.876847337,105.1847927,"Parkir, Toilet",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNwNQlub0b5yNNvchqdS5mRSqSK8TImgSXyg&s
90,TDA Gembira Ria,Lampung Tengah,wisata buatan,-4.910229953,105.352789,"Parkir, Toilet, Mushola, Restoran",4.1,https://sisparnas.kemenpar.go.id/imgdata/683030.jpg
91,Kolam Renang Telaga Putri,Lampung Tengah,wisata buatan,-4.823827783,105.4948114,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc8BkdgY6dEZuNVRtyt3QKVLAPERgnGjK_qA&s
92,TIRTA GANGGA,Lampung Tengah,wisata buatan,-8.412283657,115.5872758,"Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmY18SpsZomDmRJzGUVBW_lwlz3ZH_1CwhNA&s
93,Tugu Canang,Lampung Tengah,wisata budaya,-4.975737674,105.21218,"Parkir, Toilet, Mushola, Restoran",4.6,https://cdn.antaranews.com/cache/1200x800/2017/08/20170811lamteng_bangun_rth.jpg
94,Tugu Kopiah Emas,Lampung Tengah,wisata budaya,-4.974923868,105.2130767,"Parkir, Toilet, Mushola, Restoran",4.5,https://disparekraf.lampungprov.go.id/berkas/uploads/Zj4ySPHaoMCHBHoEw8GF4VSRHVNfrYu0lM8UYcFM.jpg
95,Wisata Danau Telogo Rejo,Lampung Tengah,wisata alam,-5.166281575,104.8378302,"Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe6c16cHYSMFGcgfgQAahx8EredyTjNVGYOQ&s
96,Pantai Kerang Mas,Lampung Timur,wisata alam,-5.370095238,105.8188711,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjPyfUySjXkRMnAUgFpUStyzdyGqT8pRqKRg&s
97,Bendungan danau Way Jepara,Lampung Timur,wisata alam,-5.209473597,105.6721566,"Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT25uBegInljgH5QAz_2GyDiRJOwUCSv07I8g&s
98,Bendungan Marga Tiga,Lampung Timur,wisata buatan,-5.207622832,105.4873337,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThMDDe9isO5iYDGhr-CKFMK8qwCJRehtvKaQ&s
99,Embung nibung kalijodo,Lampung Timur,wisata buatan,-5.402439523,105.7706324,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTY1b0xlKzz72EShAIP__TLGH1AgehaTVOQEA&s
100,Sesat Agung Sukadana,Lampung Timur,wisata lainnya,-5.066722815,105.5502518,"Parkir, Toilet, Mushola, Restoran",4.3,https://awsimages.detik.net.id/community/media/visual/2023/01/06/sukadana-rumah-adat-lampung.jpeg?w=5184
101,Gemati,Lampung Timur,wisata budaya,-5.134097184,105.3355341,"Parkir, Toilet, Mushola, Restoran",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSup_Hky5mF0xrHo-8eYBP0HU1_9MUGhd2x4w&s
102,GERYA KEBUN,Lampung Timur,wisata budaya,-5.112261763,105.3429517,"Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCQI4Yj_XoRUR-j9TMHrNzIuUirpOydEl9Kg&s
103,GOA PANDAN GIRI MULYO,Lampung Timur,wisata alam,-5.390854291,105.6696944,"Parkir, Toilet, Mushola, Restoran",4.3,https://kelilinglampung.net/wp-content/uploads/2022/01/Wisata-Gua-Pandan-Giri-Mulyo-Marga-Sekampung-Lampung-Timur-Yopie-Pangkey-1.jpg
104,PALINO SWIMMING POOL,Lampung Timur,wisata buatan,-5.046549688,105.6455057,"Parkir, Toilet, Mushola, Restoran",4.3,https://renangloka.com/wp-content/uploads/2022/09/palino-swimming-pool.jpeg
105,KOLAM RENANG INTANA,Lampung Timur,wisata buatan,-5.129247626,105.4347639,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmj382IagCd1umdAd9tdPNQ4HGZoU0tVgtGg&s
106,kolam renang mawar,Lampung Timur,wisata buatan,-4.593284986,105.5301214,"Parkir, Toilet, Mushola, Restoran",4.2,https://sisparnas.kemenpar.go.id/imgdata/1046380.jpg
107,kolam renang pelangi,Lampung Timur,wisata buatan,-5.173218968,105.7050094,"Parkir, Toilet, Mushola, Restoran",4.2,https://asset-2.tribunnews.com/lampung/foto/bank/images/Tempat-Wisata-di-Lampung-Kolam-Renang-Pelangi.jpg
108,KOLAM RENANG PITALOKA,Lampung Timur,wisata buatan,-5.044897067,105.3630243,"Parkir, Toilet, Mushola, Restoran",4.1,https://sisparnas.com/imgdata/41190.jpg
109,Kolam Renang tirta Arum,Lampung Timur,wisata buatan,-5.090309691,105.6026789,"Parkir, Toilet, Mushola, Restoran",4.7,https://sisparnas.kemenpar.go.id/imgdata/1088360.jpg
110,Kolam Renang Tirta Golden,Lampung Timur,wisata buatan,-4.608643157,105.2950617,"Parkir, Toilet, Mushola, Restoran",4.1,https://renangloka.com/wp-content/uploads/2022/09/kolam-renang-tirta-golden.jpeg
111,Kolam Renang Z.S Berkah Mandiri,Lampung Timur,wisata buatan,-5.12074428,105.4025113,"Parkir, Toilet, Mushola, Restoran",4.6,https://renangloka.com/wp-content/uploads/2022/09/berkah-mandiri.jpeg
112,KR. Bonetan,Lampung Timur,wisata buatan,-5.12878084,105.4449219,"Parkir, Toilet, Mushola, Restoran",4.5,https://renangloka.com/wp-content/uploads/2022/09/kolam-renang-bonetan.jpeg
113,Makam Al Habib Husain Bin Usman Alaidrus,Lampung Timur,wisata budaya,-5.35159549,105.8097624,"Parkir, Toilet, Mushola, Restoran",4.6,https://journalpesantren.com/wp-content/uploads/2025/11/IMG-20251102-WA0025-600x375.jpg
114,Taman Wisata Mangrove Pandan Alas,Lampung Timur,wisata alam,-5.316409881,105.8216918,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBF7cjD_HvjZwhMDms8qh_Jw8rTHSV1EV8-Q&s
115,Muara Alam Lestari,Lampung Timur,wisata alam,-5.574208928,105.8183012,"Parkir, Toilet, Mushola, Restoran",5,https://sisparnas.kemenpar.go.id/imgdata/1079961.jpg
116,Pantai Cemara,Lampung Timur,wisata alam,-5.419230071,105.8066305,"Parkir, Toilet, Mushola, Restoran",4.8,https://sisparnas.kemenpar.go.id/imgdata/606510.jpg
117,Pantai Mutiara Baru,Lampung Timur,wisata alam,-5.424903008,105.8011548,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo8VJF-oUuPXcBMTgx84TTawMsSR7moV7vJg&s
118,Taman Wisata Seni dan Budaya RANDU MAS,Lampung Timur,wisata buatan,-5.299292289,105.5665544,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYbFlRRhWjDPwjdfzRcCoXPH1kaxLbR5S0og&s
119,Taman Nasional Way Kambas,Lampung Timur,wisata alam,-4.923057184,105.7758075,"Parkir, Toilet, Mushola, Restoran",4.3,https://imgsrv2.voi.id/KtmnkY2j8wl3168PL3FACtalnUFwAeIbbO2nIc3lTaw/auto/1200/675/sm/1/bG9jYWw6Ly8vcHVibGlzaGVycy8zNTE4OTkvMjAyNDAxMjcxMjQ1LW1haW4uY3JvcHBlZF8xNzA2MzM0MzM1LmpwZw.jpg
120,TAMAN PURBAKALA PUGUNG RAHARJO,Lampung Timur,wisata alam,-5.300654307,105.5712848,"Parkir, Toilet, Mushola, Restoran",4.4,https://indonesia.go.id/assets/upload/headline/WhatsApp_Image_2023-10-25_at_18_22_45_(1)_thumb.jpeg
121,Taman Santap Mbak Dwi,Lampung Timur,wisata alam,-5.071630898,105.3828887,"Parkir, Toilet, Mushola, Restoran",4.4,https://pariwisatalamsel.com/assets/uploads/photo/20200611160221_img-20140622-01567.jpg
122,Taman Wisata Beringin Indah,Lampung Timur,wisata alam,-5.06846068,105.5153651,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReNwL16N9IJYVKEPm6F1BW962FtysKE45b_g&s
123,Water Boom Way Mulyo,Lampung Timur,wisata buatan,"-5,5743084","105,7881593","Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbcUBB6_62CbOeCuFxTP0mkfUnNOEYGKudrg&s
124,Waterboom Tirta Kencana,Lampung Timur,wisata buatan,"-4,5472418","105,1260979","Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLKdcBG7rXfrMPqKz7u0OIFL5FLAmDOG5WZw&s
125,Wisata Marga Indah,Lampung Timur,wisata buatan,"-4,3974993","105,3225955","Parkir, Toilet, Mushola, Restoran",4.7,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/220/2024/08/06/Screenshot_20240806_175058_comgspaceandroid_edit_187095815916071-4069977080.jpg
126,Wisata Alam Kali Aro,Lampung Timur,wisata alam,"-4,9901925","105,3360896","Parkir, Toilet, Mushola, Restoran",4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY_ccquEdtkLhDne3CsfX7YuC1-kSJDPIbvw&s
127,Wisata Danau Kemuning,Lampung Timur,wisata alam,"-5,3057167","105,7353358","Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvyGCLMopyv5orOT9fsCOUJSErqL8tQsQquA&s
128,AGROWISATA KEBUN JERUK        ,Lampung Utara,wisata alam,"-4,8600688","104,5719299","Parkir, Toilet, Mushola, Restoran",3.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjCISUozbuw1q29YOPXWS0uCxNhT3hvAqGYQ&s
129,Curup Gijul,Lampung Utara,wisata alam,"-4,9857702","104,7386558","Parkir, Toilet, Mushola, Restoran",2.6,https://kelilinglampung.net/wp-content/uploads/2019/04/Air-Terjun-Campang-Gijul-air-terjun-di-lampung-utara-Yandigsa.jpg
130,Bendungan Way Tulung Mas,Lampung Utara,wisata buatan,"-4,9500054","104,7877261","Parkir, Toilet, Mushola, Restoran",3.9,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJvMI9_BOTzXLfEkmPtZtj0aoPCwUsozKvXG96hWFd7R-UkaFyLUVT3dlCyP-MdwC8FrsecolAJODXs5kxKegNYOrMJmVRbkKmYiNC3Sd6w_DPUMpGuf2yc_vVPHq0wBU7GjbB=s680-w680-h510-rw
131,Curup Selampung,Lampung Utara,wisata alam,"-4,8086085","104,8628815","Parkir, Toilet, Mushola, Restoran",3.7,https://picture.triptrus.com/image/2014/06/air-terjun-curup-selampung-2.jpeg
132,Curup Sri Ratu Klawas,Lampung Utara,wisata alam,"-4,663910267","104,6505052","Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVqtG1QaV--y8LB2LjmcsxTIUspB8uPMb08A&s
133,Embung Cinta Manis,Lampung Utara,wisata buatan,"-4,8178672","104,8686431","Parkir, Toilet, Mushola, Restoran",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPdDul1n8_q2Z5Arh1qt9aV_8SH4NFoildig&s
134,Green Bambo,Lampung Utara,wisata alam,-4.909787555,104.72874827,"Parkir, Toilet, Mushola, Restoran",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcz7ZElAwuWIvvqKw1BzkQP4Q_XW0BD8ukbw&s
135,Green Belt,Lampung Utara,wisata buatan,-4.85161461,104.73779737,"Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqmJvSI5M0nf54nS1PDu_3J4JVJzBFBSsOEw&s
136,Kebum Jeruk Bilal,Lampung Utara,wisata buatan,"-4,853432047","104,9299462","Parkir, Toilet, Mushola, Restoran",4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiS7bKk8xjrsqEwjxmbN-FqbX4tAgS9QhyJw&s
137,Kimal Park,Lampung Utara,wisata buatan,-4.730894, 104.856225,"Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShaWO1q-iox_ED9W5qFqbpnG8dw4kH3q4HmQ&s
138,Kolam Renang Satria Fortuna,Lampung Utara,wisata buatan,-4.855234,104.6125932,"Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkp8UrydKC7qCH7tnBBKIKVQa-ffdYuDZkBA&s
139,Kolam Renang Sri Lestari,Lampung Utara,wisata buatan,-4.84187218, 104.89853491,"Parkir, Toilet, Mushola, Restoran",3.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQa03uYodrHWxUl2qBitk5saKw3Ujv_1j5ogQ&s
140,Lembah Bambu Kuning,Lampung Utara,wisata buatan,"-5,337400806","105,4731969","Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpl7boWcot6JGbP1r7k6JoVVF2GQW3PyPJWw&s
141,Makam Istri Puyang Minah Trio Deso,Lampung Utara,wisata religi,-4.885528,104.59829497,Parkir ,5,https://radarkotabumi.co.id/read/wp-content/uploads/2017/11/Komplek-Makam-Minak-Trio-Diso.-FOTO-IST-dok.-Arkeologi-Lampung.jpg
142,Makam Sayid Abu Bakar Bin Husen Alatas,Lampung Utara,wisata religi,-4.8747208,104.9659839,"Parkir, Toilet, Mushola, Restoran",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMTMMDe5VShbiieEUVfSzY8DVOJQyabPd7Uw&s
143,MUSEUM MINI LAMPUNG UTARA,Lampung Utara,wisata budaya,"-4,8086085","104,8628815","Parkir, Toilet ",4.1,https://i.ytimg.com/vi/dTN9Q-uBP5Y/hqdefault.jpg
144,Stadion Sukung Kelapa,Lampung Utara,wisata buatan,"-4,8428964","104,8964491",Parkir ,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRASUcnP601bkVBBhddLQEN3zMRPfoEJpX0w&s
145,TAMAN KOLEKTIF SUBIK,Lampung Utara,wisata buatan,"-4,9736126","104,7556382","Parkir, Toilet",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSllyFr2oJy6nmNwlyvxJOYwKwrJ8hoc2fZJw&s
146,Taman Monlee,Lampung Utara,wisata buatan,"-4,8086085","104,8628815","Parkir, Toilet",4,https://sisparnas.com/imgdata/531290.jpg
147,Taman Sahabat,Lampung Utara,wisata buatan,"-4,824678","104,8833743","Parkir, Toilet",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkYf4n6eRHNPqpe1B0BGXN_zv5rivYRR7qPA&s
148,Taman Wisata Bening Indah,Lampung Utara,wisata buatan,"-4,9313166","104,793019","Parkir, Toilet",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLNMonCK7q0wbX1SN-huuXwIm0qKps_898mQ&s
149,Taman Wisata Way Rarem,Lampung Utara,wisata buatan,"-4,9313166","104,793019","Parkir, Toilet",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShEb3xgb4UaOslbTTw18pY3ddJxoVZSXfERA&s
150,Wisata Bendungan Tirta Shinta,Lampung Utara,wisata buatan,"-4,8734068","104,7771387","Parkir, Toilet",4.1,https://wonomarto.desa.id/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-31-at-12.59.56.jpeg
151,Tugu Payan Mas,Lampung Utara,wisata budaya,"-3,2963061","114,586271","Parkir, Toilet",4.5,https://lampungpro.co/laravel-filemanager/photos/LAMPUNG%20UTARA/01PAYANMASJUGA.jpg
152,Way Tebabeng,Lampung Utara,wisata buatan,"-4,8086085","104,8628815","Parkir, Toilet",4.2,https://picture.triptrus.com/image/2014/06/bendungan-way-tebabeng.jpeg
153,Alun-Alun Hadi Mulyo,Mesuji,wisata buatan,-4.10512521,105.13131639,"Parkir, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSR46xBtvJEL3Mll2pj4RfIkvoEE5VzAqEL3w&s
154,BENDUNGAN ALBARET,Mesuji,wisata buatan,-4.010441787,105.2535674,"Parkir, Toilet, Mushola, Restoran",3.8,https://www.medianasional.id/wp-content/uploads/2022/01/IMG-20220110-WA0000.jpg
155,BENDUNGAN BENIL,Mesuji,wisata buatan,-3.93777277,105.3736727,"Parkir, Toilet, Mushola, Restoran",4.4,https://assets.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p3/139/2025/09/21/Pesona-Tersembunyi-di-Lampung-Liburan-Seru-di-Bendungan-Batu-Tegi-3867593024.jpg
156,Bendungan Brabasan,Mesuji,wisata buatan,-3.98631817,105.33571138,"Parkir, Toilet, Mushola, Restoran",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTylLYxG1fT8zwJlNo7o_Su5yto9ojHyQAolg&s
157,DANAU ASRI BUKO POSO,Mesuji,wisata alam,"-4,1832679","105,1623405","Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmPLMPTvQRuMmxxCUUoRTj86MVE98kJBmjwA&s
158,DERMAGA WIRALAGA MESUJI,Mesuji,wisata buatan,"-3,97541905","105,3749436","Parkir, Toilet, Mushola, Restoran",4.5,https://i.ytimg.com/vi/7B2ZiW1fads/maxresdefault.jpg
159,EMBUNG BUMI HARAPAN,Mesuji,wisata buatan,"-4,2088402","105,1266106","Parkir, Toilet, Mushola, Restoran",,https://sisparnas.kemenpar.go.id/imgdata/304850.jpg
160,Embung Hadi Mulyo,Mesuji,wisata buatan,-4.10428661,105.12136501,"Parkir, Toilet, Mushola, Restoran",1,https://sisparnas.kemenpar.go.id/imgdata/1087041.jpg
161,EMBUNG SUKA AGUNG,Mesuji,wisata buatan,"-4,021233","105,1692143","Parkir, Toilet, Mushola, Restoran",5,https://sisparnas.kemenpar.go.id/imgdata/661970.jpg
162,QARIRA GAREDEN,Mesuji,wisata buatan,-4.2061775, 105.1275573,"Parkir, Toilet, Mushola, Restoran",3.7,https://asset-2.tribunnews.com/lampung/foto/bank/originals/wisata-air-qarila-garden.jpg
